,Date,ticker_num,price,price(with_tax),tax,spend,profit,profit_rate,profit_sum,profit_sum_rate,account
0,2018-01-08,5936,84.1,84.2198425,711.3850799999999,-499928.98508,,,,,71.01491999998689
1,2018-02-05,-5936,83.6,83.23007,2195.9044799999997,494053.69552,-5875.289560000005,-1.175224828994427,-5875.289560000005,-1.1750579120000009,494124.71044
2,2018-03-06,6006,82.15,82.26706375,703.0848825,-494095.9848825,,,,,28.725557499972638
3,2018-04-23,-6006,79.95,79.59622125,2124.7951725000003,478054.9048275,-16041.080055000028,-3.246551387948381,-21916.369615000032,-4.383273923000006,478083.63038499997
4,2018-05-09,5934,80.45,80.56464125000001,680.2811775000001,-478070.5811775001,,,,,13.049207499891054
5,2018-10-08,-5934,83.0,82.632725,2179.40985,490342.59014999995,12272.008972499869,2.5669868541740417,-9644.360642500164,-1.9288721285000328,490355.63935749984
6,2018-11-01,6245,78.4,78.51172000000001,697.6914,-490305.69140000007,,,,,49.947957499767654
7,2018-12-10,-6245,74.45,74.12055875,2057.3606062500003,462882.88939375,-27422.802006250073,-5.593000955780884,-37067.162648750236,-7.413432529750047,462932.83735124976
8,2018-12-13,6058,76.3,76.4087275,658.671195,-462884.07119499997,,,,,48.76615624979604
9,2019-01-04,-6058,72.2,71.880515,1935.4401300000002,435452.15987000003,-27431.911324999935,-5.926302725038825,-64499.07397375017,-12.899814794750034,435500.9260262498
10,2019-01-09,5798,75.0,75.106875,619.66125,-435469.66125,,,,,31.264776249823626
11,2019-05-16,-5798,79.05,78.70020375,2028.1186575,456303.7813425,20834.1200925,4.784287390468583,-43664.95388125017,-8.732990776250034,456335.04611874983
12,2019-06-04,5838,78.05,78.16122125,649.3096575,-456305.2096575,,,,,29.836461249855347
13,2019-08-15,-5838,79.4,79.04865500000001,2051.15211,461486.04789000005,5180.838232500071,1.1353887974210897,-38484.1156487501,-7.696823129750021,461515.8843512499
14,2019-08-22,5696,80.9,81.01528250000001,656.64912,-461463.0491200001,,,,,52.835231249802746
15,2020-01-30,-5696,92.15,91.74223625,2322.6223200000004,522563.77768,61100.7285599999,13.240654625872569,22616.612911249802,4.5233225822499605,522616.6129112498
16,2020-03-27,6812,76.6,76.709155,743.56386,-522542.76385999995,,,,,73.8490512498538
17,2020-09-24,-6812,100.45,100.00550875,3027.874395,681237.525605,158694.76174500003,30.36971760411128,181311.37465624977,36.262274931249955,681311.3746562498
18,2020-10-07,6491,104.8,104.94933999999999,969.36594,-681226.16594,,,,,85.2087162497919
19,2021-01-25,-6491,135.6,134.99997,3894.7947299999996,876284.8052699999,195058.63932999992,28.633462582994795,376370.0139862497,75.27400279724993,876370.0139862497
20,2021-02-18,6235,140.35,140.54999875,1246.99220625,-876329.24220625,,,,,40.771779999719
21,2021-03-04,-6235,132.75,132.16258125,3662.55590625,824033.69409375,-52295.54811249999,-5.967568534040986,324074.4658737497,64.81489317474994,824074.4658737497
